"","rownames.filtered.","expres"
"206","ADH1B",8.96830342274155
"207","SMAGP",6.98187480757056
"208","SERPINB3",4.17915346248317
"209","RRM2",6.54336218148659
"210","KLK10",6.9794617016338
"211","KRT16",5.5926648103944
"212","PHLDA2",9.33549730266075
"213","VILL",6.47607636954797
"214","FAP",7.55272458100839
"215","OLR1",6.69433291347251
"216","TPX2",5.1994277487683
"217","IGFBP3",10.5426659497699
"218","ANXA10",8.57358569343692
"219","DNASE1",4.25362646305894
"220","C6",6.89653472914998
"221","NR5A2",6.41987404974212
"222","GNMT",4.67839229590322
"223","P2RX1",5.93575687680626
"224","FN1",12.5970459673856
"225","INHBA",8.30305158516236
"226","NQO1",8.79969263346689
"227","KYNU",6.53797977281234
"228","PNLIPRP1",6.86732855740283
"229","SLC4A4",6.9526773205514
"230","SLC4A4",5.87656473332765
"231","RGN",5.87067147113922
"232","POSTN",11.4815887795397
"233","PLAUR",8.36644226324146
"234","TRIM29",6.8541360205884
"235","MGLL",7.91381082858546
"236","ALB",6.73839990471829
"237","IL1R2",5.61384917664394
"238","SULT1C2",7.48336409566654
"239","SLC4A4",6.82134393102386
"240","CXCL8",7.59676063771246
"241","VCAN",9.70540395579609
"242","HOPX",9.25269019786409
"243","CEACAM6",11.4399733237397
"244","PLAU",7.29779208310425
"245","FN1",12.7673098310137
"246","PNLIPRP2",9.25837574215825
"247","PLAUR",7.93537060073793
"248","IGFBP3",8.69381362897378
"249","KRT17",8.69390794816374
"250","SULF1",8.65649771297736
"251","SULF1",10.256393139678
"252","SULF1",9.93777847085473
"253","GPRC5A",8.4483533499109
"254","FN1",12.5903052919891
"255","COL5A1",9.22911473949761
"256","COL5A1",8.74373407654052
"257","LCN2",11.1265246298987
"258","IL1RN",7.27246094183589
"259","CBSL",5.440224416145
"260","MISP",7.30469494820111
"261","CEMIP",6.68444209167453
"262","AHNAK2",7.4735978781707
"263","LPCAT4",4.83161913753748
"264","TMEM158",6.92080680376928
"265","MUC5B",6.8292138712098
"266","KRT6B",5.73885978348545
"267","SPRR1A",3.92384227827041
"268","LRRC15",5.42659009931656
"269","SST",10.217032259235
"270","FUT3",6.50186593506475
"271","CLDN18",8.07568326396421
"272","MYRIP",5.05497805521274
"273","H2AC18",8.92586988329153
"274","MUC5AC",6.13285060412592
"275","GP2",4.88294633882115
"276","CTRL",7.40445386940163
"277","MUC5AC",6.09198462246493
"278","TFF2",8.8912566986413
"279","PAK3",6.42178595264434
"280","CCNB1",6.05312185754851
"281","MTUS2",4.25302543034614
"282","CXCL5",8.75425862793344
"283","TM4SF1",10.882426942246
"284","CXCL5",6.90824897310397
"285","UGT1A8",6.18132491177903
"286","TRIM31",4.09682927702779
"287","DIRAS3",5.82727428101638
"288","VCAN",10.312083170453
"289","FN1",12.5036403612128
"290","KLK1",7.83357476801021
"291","GATM",10.1385668638623
"292","HOMER2",5.85100050099488
"293","MUC4",5.42144885161487
"294","KYNU",7.72599752932244
"295","COL10A1",9.74562008689656
"296","MT1M",7.35182182429345
"297","S100A6",12.4752224171572
"298","JPT1",8.37908352870165
"299","FXYD5",9.11080653555499
"300","MLPH",8.21625159402921
"301","BEX1",7.99728918039234
"302","GREM1",9.26358510062859
"303","GREM1",9.94576971070731
"304","PLEK2",7.14219228735324
"305","S100A14",6.95504999387476
"306","MUC13",6.90764977591176
"307","SYBU",7.90889797089975
"308","EPS8L1",6.24351995871764
"309","FERMT1",7.81306187092351
"310","ANO1",7.43759213540927
"311","TMPRSS4",7.07637161209267
"312","KRT23",6.03188876873431
"313","SPRR3",5.53000188654094
"314","INAVA",8.94605667978083
"315","PLAC8",8.33777626432794
"316","EGLN3",5.81585058071065
"317","EPS8L3",6.51827312141778
"318","FA2H",7.28199311776506
"319","GCNT3",9.03481008779199
"320","CLIC3",6.17451848234728
"321","KCNJ16",6.78065426510614
"322","TMC5",8.96147432168196
"323","PDZK1IP1",8.66903148497424
"324","DUOX2",7.32265027702364
"325","NOX4",6.15521102611652
"326","ECT2",7.29227966760305
"327","SLC6A14",6.8204291542066
"328","DHRS9",7.44153051101039
"329","AL590556.3",5.52118585504236
"330","SLCO4A1",5.70424161502862
"331","SLC16A10",6.03985675718993
"332","ASPM",5.60390654736274
"333","TRHDE",4.97033669523149
"334","ERO1B",6.58185935324278
"335","STYK1",5.28876754826609
"336","TMPRSS3",6.33149971882962
"337","CUZD1",8.40506790283943
"338","ARL14",8.12919097315815
"339","ARNTL2",5.55357569292733
"340","CLDN18",5.56850991389348
"341","CLDN18",6.3539556307867
"342","TEX11",4.75249407671487
"343","RBPJL",4.51898553930354
"344","LEF1",6.8166764860026
"345","EPS8L1",5.93304694634723
"346","EPS8L1",5.90868831497049
"347","COL5A2",11.0127598713571
"348","COL5A2",10.0089009080329
"349","VCAN",11.5627537657895
"350","PAIP2B",5.49373621120997
"351","ELAPOR1",5.28347818353288
"352","BACE1",7.90501978470037
"353","BACE1",6.75722092396885
"354","ACSL5",8.3550168865119
"355","ANLN",6.2216081799226
"356","MUC13",6.89537004488531
"357","EGLN3",5.58644609105384
"358","TMC5",7.31874841245761
"359","GJB2",8.49660807038844
"360","C15orf48",9.85797914143867
"361","AC011479.1",9.21229746673359
"362","SLC4A11",5.72428309109783
"363","AFAP1-AS1",5.53787367831412
"364","GUCA1C",3.93346911508381
"365","TMPRSS3",6.3763695894204
"366","DHRS9",6.02310319905691
"367","DHRS9",6.13179837324741
"368","ARNTL2",5.28366357376539
"369","FXYD5",8.24091475019571
"370","CDCA7",7.01229803830436
"371","MGLL",6.97543392152568
"372","PDK4",10.3243685064114
"373","AK4",7.21693973207565
"374","ABHD17C",7.56758665499511
"375","SLC1A2",4.37625772673444
"376","COL12A1",10.4691171341933
"377","CTHRC1",11.3007708608144
"378","ERO1A",8.91382347461962
"379","COL8A1",9.69457927877916
"380","ELAPOR1",7.34069132933075
"381","ADAMTS2",7.81338777278142
"382","ITGB6",9.3164254625459
"383","SGPP2",7.88808000013734
"384","MBOAT2",7.5039932808139
"385","ADAM12",6.81778754550581
"386","PRR15",6.4806860291185
"387","ADAMTS12",7.03558984386072
"388","INHBA",9.98771413087636
"389","CORO2A",6.14436036479571
"390","CRACD",6.77376689378039
"391","CP",6.86417429205215
"392","ITGA2",8.97044835292859
"393","ERP27",8.07960423991767
"394","LINC00511",6.50124805360123
"395","FOXQ1",9.71525911030359
"396","NTM",8.08323974608288
"397","EPSTI1",7.30747779900549
"398","ST6GALNAC1",7.26682992591177
"399","EFNA5",6.05121943221285
"400","S100A16",9.93968588737419
"401","ZG16B",5.96054037184113
"402","VSIG2",6.41522513818738
"403","CAMK2N1",5.35539866888598
"404","PCDH7",7.81672895912246
"405","CLDN23",6.84037720499831
"406","MXD1",7.46716117184769
"407","ZBTB16",8.0624989685098
"408","S100A6",6.68727843055355
"409","AGR2",7.73501162850122
"410","CAPN8",6.86294561480515
"411","COL1A2",10.2682319656113
"412","COL11A1",5.87618528368763
"413","TPST2",6.19224393279172
"414","SLC9B2",5.7316020413648
"415","SPX",4.75651074641962
"416","CCN4",7.1506022902944
"417","LEMD1",4.87550379681081
"418","TMEM45B",7.00028704036289
"419","TMEM52",4.86217621124533
"420","SHISA2",6.23331270169237
"421","IGFL2",5.16400985782546
"422","AC084375.1",4.22200227985174
"423","MUCL3",6.56159053832232
"424","COL12A1",7.44874132132372
"425","COL12A1",6.63085938699747
"426","ERO1B",7.87181671513097
"427","SCEL",4.90326875886216
"428","BLACAT1",5.16667594561116
"429","EPPK1",7.06508708772816
"430","EPPK1",6.02814648538271
"431","RUNX2",7.37427663368482
"432","CLDN18",7.03532048512691
"433","TEX11",5.40859052055843
"434","SDCBP2",7.0495574976427
"435","TEX11",5.62142293455907
"436","VSIG1",4.18314496075969
"437","TPST2",4.94578933207374
"438","LIPH",6.21839092411865
"439","F11",5.41493145855802
"440","PLPP4",5.99903272197041
"441","GALNT5",5.29733023766782
"442","CDH11",6.69927961958912
"443","SLC16A10",5.43661594832175
"444","TMED6",6.69643021678006
"445","GALNT5",5.02161638895218
"446","SDR16C5",7.50035895351559
"447","ALKAL2",6.23172705905082
"448","ANKRD22",7.30553235479125
"449","ULBP2",4.31328282484054
"450","SGPP2",5.52373955064077
"451","KIF26B",6.9176644730998
"452","ADGRF1",4.81468970379256
"453","ANKRD22",5.86244484364142
"454","MMP28",5.64189800931764
"455","LINC01133",6.40553967739936
"456","KLK7",6.88498731538441
"457","TMC5",7.98618853201404
"458","TMC5",9.80305377926568
"459","MUCL3",5.68744396464723
"460","XDH",5.84880946168844
"461","XAF1",5.5342445141967
"462","SLC26A9",5.87347330794624
"463","RSAD2",7.53996374783266
"464","ELAPOR1",4.9498222557574
"465","VSIG1",6.49613078277401
"466","SFTA2",6.44851568862277
"467","SGPP2",7.67871361320518
"468","SFN",9.6723007697875
"469","SFN",8.96914293120551
"470","COL11A1",8.54637108236817
"471","PI3",6.22419284002385
"472","FERMT1",7.4251866781861
"473","EPS8L1",7.42079124667563
