	GSM414924	GSM414925	GSM414926	GSM414927	GSM414928	GSM414929	GSM414930	GSM414931	GSM414932	GSM414933	GSM414934	GSM414935	GSM414936	GSM414937	GSM414938	GSM414939	GSM414940	GSM414941	GSM414942	GSM414943	GSM414944	GSM414945	GSM414946	GSM414947	GSM414948	GSM414949	GSM414950	GSM414951	GSM414952	GSM414953	GSM414954	GSM414955	GSM414956	GSM414957	GSM414958	GSM414959	GSM414960	GSM414961	GSM414962	GSM414963	GSM414964	GSM414965	GSM414966	GSM414967	GSM414968	GSM414969	GSM414970	GSM414971	GSM414972	GSM414973	GSM414974	GSM414975
MISP	8.786923022	8.936343481	9.169674512	5.519479002	6.603477988	9.027629592	4.988230223	8.97384084	6.02103548	8.0558247	4.12763328	7.733354341	7.558420713	7.673839056	10.51471405	8.261624836	5.933572638	7.994919089	3.992768431	8.284939742	5.452529545	7.505414609	8.176921112	4.879215637	8.793765857	6.948367232	7.112700133	7.691394579	7.010108453	5.48058827	8.166414183	6.839203788	8.507001733	5.08236197	9.429825157	8.977566144	8.525520809	7.167919866	7.266786541	5.252097703	8.236492618	9.205548911	5.395405605	7.828453874	6.789207575	8.14363831	5.568336182	8.345183447	6.354381632	9.106170317	7.663913842	4.783456654
CEMIP	8.17042585	7.440453944	10.46352437	3.155425432	3.590961241	10.73724734	3.609991295	10.45429929	5.631104282	8.01346226	5.902556005	6.306517445	7.46760555	7.658925511	4.114367025	7.111657346	5.421559945	8.048759312	3.753818443	9.145167939	6.923624611	4.279471296	6.472162804	5.206721357	8.611393726	6.158660175	8.830356747	7.617651119	6.207111961	5.916715481	6.826548487	4.795455272	8.688600011	3.932628157	7.508587112	6.605553595	9.635355361	5.972233124	5.753283616	6.526851312	7.547665748	7.180903709	4.879705766	6.624539604	6.411934625	8.459841417	4.537296067	9.576295376	3.967168608	7.881419908	7.53838296	4.319039816
AHNAK2	9.25124569	9.681062677	9.510566389	4.843983844	4.745775149	8.698010062	3.905928478	9.521796711	6.6794801	6.938991439	6.128870759	8.366759328	8.494655613	8.753551055	7.768184325	9.991521846	6.183486514	9.430452552	3.119356177	9.311748315	6.718361626	3.153805336	9.736571053	4.15704371	9.923773151	8.103287808	8.542644987	7.54303182	7.117902789	6.370687407	10.51766939	8.726899318	8.75788999	4.193771743	9.560905977	8.755221421	7.397460726	8.209453366	7.44625623	6.025693274	6.857980995	10.18239435	3.206330648	10.49984589	7.364572432	8.449148645	5.262658655	9.95405087	3.174725988	10.17492568	8.14974712	3.066950244
LPCAT4	7.623515741	6.696272084	6.980710829	3.100977648	3.224966365	5.961160258	2.606442228	6.639810978	3.503348735	6.581200582	4.353323291	4.642123916	6.335926241	6.324810603	5.092545742	4.947666157	3.56193706	6.452694264	2.266036894	4.439623138	4.198494154	2.713695815	6.442280035	2.627606838	5.76420813	4.300855871	4.859969548	4.432959407	5.341630009	4.126807703	6.388878339	4.821199978	5.044831233	2.508428653	6.006522446	6.8008999	4.912649865	4.516645558	4.761817143	3.207892852	5.439955517	5.198886991	2.914564523	6.353323291	3.97819563	6.587064898	3.297191417	5.48864354	2.568032105	6.662490364	5.121429909	2.521050737
TMEM158	6.83541884	9.293241719	6.194362891	4.621172753	5.219555769	7.804131021	5.684257705	9.160123534	7.857980995	9.046578367	6.025471815	7.244125943	7.709428501	9.243412032	4.123500664	9.372429792	6.166715445	7.241268177	4.052241981	8.287250643	6.969242604	3.650764559	7.171927354	4.014355293	9.206037546	8.708739041	8.183387261	6.916476644	7.632995197	7.526694846	7.582706527	6.621612353	9.277752336	4.0721058	8.733015322	6.114158769	7.047669251	7.563768278	6.071676874	6.834154981	7.6387979	9.405141463	3.992768431	6.749534268	5.264161071	6.770829046	6.463033855	9.84124983	3.788685711	7.28077077	7.523561956	4.081510068
MUC5B	6.309976492	7.76420813	5.884109451	7.392317423	8.939579214	7.388878339	5.551516018	8.189330401	5.321567376	10.08746284	3.523561956	6.845490051	7.292781749	7.517275693	3.231125158	9.804615066	5.745237332	8.398316163	6.216066783	2.831877241	5.511278265	3.056583528	5.200064862	5.780047576	10.27496047	6.174126737	7.826548487	7.478162893	8.946906274	3.211012193	7.517275693	6.501757586	6.13442632	5.944155663	8.292781749	10.13699111	11.11048331	8.0725346	6.964629667	5.19298317	9.239598529	8.480992104	4.850999395	9.03534898	8.393604969	7.562242424	6.304511042	7.968090752	3.986410935	5.693208149	5.359661722	4.681449265
KRT6B	8.862637358	6.271836493	10.56414949	3.593353771	3.367371066	8.6574971	2.111031312	3.316145742	8.980710829	8.291400959	3.077242999	8.476138625	10.67065625	8.674545394	2.232660757	6.671010241	7.896029603	8.205060111	2.160274831	7.046578367	2.080657663	3.820689561	4.702103407	2.124328135	4.428946345	8.151270289	9.026523443	7.033423002	3.857980995	3.411426246	6.740118043	5.757556689	6.615445725	3.053111336	5.701826258	2.939226578	5.152589069	6.893604905	5.409730354	7.321928095	6.993221467	8.468420402	2.160274831	7.259272487	3.945794957	5.227278994	5.352264173	10.35093918	4.70763522	3.720278465	4.723012396	2.163498732
SPRR1A	6.849248703	1.887525271	9.856736756	1.98550043	1.981852653	10.55842071	1.981852653	9.258566034	1.906890596	11.16616308	1.914564523	1.879705766	1.90303827	5.492814573	1.90303827	8.066627409	1.887525271	1.891419187	2.028569152	1.875780063	1.90303827	1.918386234	8.71630504	2.017921908	6.762880293	2.912649865	4.042644337	11.45069577	1.933572638	1.86393845	1.879705766	1.891419187	1.883620816	2.010779839	9.905838247	1.906890596	7.863566829	2.994579724	1.996388746	1.929790998	1.89917563	5.273888824	2.107687869	1.922197848	5.442943496	1.90303827	1.941106311	11.58261245	2.056583528	1.887525271	1.941106311	2.021479727
LRRC15	4.90303827	7.197708158	5.483493351	2.790772038	2.678071905	3.64731451	3.160274831	8.271463028	4.247927513	8.949534933	6.504302583	7.098032083	6.544887178	6.705977902	2.695993813	6.299757512	5.373648211	6.280399611	2.914564523	7.390598906	6.285587168	3.211012193	5.531693361	3.285402219	5.809928866	7.616916363	5.755154643	7.960581211	4.912649865	5.485104761	5.375734539	4.627023106	8.766197597	3.35473424	5.747118816	4.06091205	5.550900665	6.786596362	4.338424415	4.965784285	6.114783447	6.715618859	3.800123353	6.465648026	5.22650853	4.277240898	3.288358562	8.974988112	3.850999395	4.630521963	7.040015679	3.232660757
SST	11.06406908	10.96938652	11.23720996	12.61401961	11.44759986	9.951721829	11.94068065	4.813524689	10.71080643	10.65642486	13.53988579	13.57955165	8.558420713	12.3818133	11.37721053	10.56224242	13.26561505	12.24763088	10.3858624	7.758223215	2.922197848	6.966937979	11.20579325	10.62844554	9.340517763	11.45891921	10.73809226	11.06137119	11.34207467	13.34318572	11.67375074	12.95637616	2.807354922	10.33650656	9.398743692	3.03562391	3.22650853	12.79988869	13.31118066	13.67143049	12.30748545	8.935459748	10.19229281	8.324180547	12.49560523	9.605479518	10.70735913	3.102658131	11.12799432	10.13955135	11.53138146	11.52943055
FUT3	8.388447876	7.888134388	8.589838376	5.082787732	5.240314329	8.116343961	5.350850805	8.134939643	5.652486495	9.389308673	4.240314329	6.517275693	6.421728238	7.435461914	7.834787049	7.174925683	4.822220272	7.531381461	4.430285273	7.602884409	4.017031081	4.392317423	7.902676587	5.038260575	7.92243574	5.916954279	7.04220656	7.471675214	6.683696454	3.918386234	7.838573653	5.721099189	6.34323014	4.550900665	8.493455201	7.049848549	8.71183902	6.523561956	6.210038123	5.069530325	7.718361626	7.025693274	4.886062338	8.485024233	6.58044702	6.804776378	4.876271361	7.949534933	4.501439145	7.518062976	5.289834465	3.799087306
CLDN18	13.06356361	9.185866545	11.80534083	6.395919659	2.707082992	10.25029842	2.739848103	11.11829223	5.545968369	9.217715411	2.724650272	6.705977902	9.805098948	11.70563239	4.148934105	11.45327063	7.169925001	12.14051027	3.150559677	11.05799172	7.223036338	3.3305584	12.4767462	9.638435914	11.96072599	5.177917792	7.703211467	11.21249639	5.734980523	2.596935142	9.622234891	6.067810784	3.854993017	4.272769732	10.5526691	11.33817925	12.31656439	6.013238915	8.595816919	4.305970521	11.80815977	9.439415361	3.813524689	10.53138146	9.748528321	11.01820018	4.320484678	11.37558251	3.125981654	12.27262978	10.53915881	5.854743739
MYRIP	3.399171094	4.10433666	4.513490746	8.042753761	8.093813673	4.890933022	7.468420402	3.695993813	4.22342255	4.428946345	6.432124273	3.730096466	3.491853096	3.802193217	5.693208149	4.581351247	5.114367025	4.716442237	8.335390355	4.024142346	3.708187236	4.075532631	4.580748492	7.957102042	3.049630768	5.781621998	5.428946345	4.810957159	4.572889668	5.258141996	3.615887074	4.875780063	3.500802053	7.615445725	4.135042286	4.587364991	3.905928478	4.048759312	5.512226887	5.689019541	3.736604875	3.595742339	8.036723106	3.117695043	4.725195817	4.787641414	5.434628228	3.638073837	8.677719642	3.82984956	5.861707287	7.924812504
H2AC18	7.587214952	9.516093963	10.01541505	7.688600011	7.911092332	11.4812949	8.248402006	12.16553514	7.34251919	13.18099692	7.550746785	9.012065788	10.85174904	9.83810087	8.57705111	10.23242093	7.442114122	9.633540193	7.834154981	11.45789384	9.563196272	8.836681593	9.283319907	7.850499414	10.35974956	8.405141463	9.374822142	10.54012804	8.602513297	7.790511412	8.122569192	7.519636253	9.716819461	6.733354341	9.019590728	9.297374861	10.38694025	8.365884968	7.46515823	7.577428828	8.808320689	9.136222153	6.844234988	12.29347165	8.032321287	9.650692767	8.04384754	9.883559725	5.181897643	9.452858965	8.078417702	6.361066489
MUC5AC	10.37503943	9.836208191	7.456970381	5.630230716	3.389566812	12.24019505	3.705977902	6.707359132	2.596935142	7.87958325	3.250961574	5.784765696	6.159467729	7.537606691	4.055716264	9.787412874	5.571069998	9.77626852	3.321928095	5.586764743	3.526068812	2.847996907	7.06501215	6.189033824	8.561860708	3.77925972	4.394376945	8.472487771	6.535430915	2.64385619	7.597680144	4.454175893	2.889473543	5.046141782	9.11504365	2.987320866	8.976707312	8.035073997	5.982993575	3.397802962	6.54225805	8.573647187	5.795715007	3.140778656	6.422064766	7.440453944	3.447579197	6.347488497	5.300489844	8.98783245	7.621319301	6.140778656
GP2	5.628481994	5.642123916	3.129283017	9.110352802	8.637711669	3.112700133	9.19451064	3.117695043	3.423578171	3.139142019	3.13422094	3.344828497	3.321928095	3.092545742	3.349082146	3.3305584	3.177917792	3.599317794	10.24555271	3.100977648	3.107687869	8.932805294	3.073820233	9.582894659	3.10433666	6.888743249	5.152994605	3.106013238	4.839455765	3.063502942	3.684818738	4.158660175	3.099295204	8.965207091	3.001802243	3.117695043	3.22650853	4.512226887	5.290571851	5.924812504	4.550285049	3.184280294	9.810571635	3.147306699	3.420886575	3.554588852	4.617651119	3.155425432	8.483009577	3.106013238	7.616916363	9.599912842
CTRL	6.550746785	9.766528909	3.258518925	13.94526093	13.51840728	2.275007047	14.27233818	2.970853654	6.918863237	2.718087584	3.075532631	5.727648222	3.214124805	3.049630768	2.769771739	4.412781525	3.632268215	8.700786478	14.38626669	3.351910961	2.98550043	9.704249502	6.423073879	14.48953441	3.323370069	12.36632221	10.31967212	3.111031312	10.37503943	2.545968369	7.993221467	9.416375317	2.989139007	14.40361125	2.837943242	3.244887059	4.066950244	10.59991284	11.55794229	12.19352536	8.25219234	3.367371066	14.75556569	2.646162657	7.178913785	8.17990909	8.380677507	2.521050737	14.57754684	3.198494154	13.84666568	14.66444728
MUC5AC	10.69522829	9.97441459	8.325530332	5.449231201	3.976363636	12.32220984	4.152183419	6.411595725	2.673556424	8.356672044	3.23878686	6.380071387	6.451705665	7.725195817	3.378511623	10.23481743	5.474111514	10.23840474	3.538538164	5.616769366	3.368768349	3.367371066	7.338067798	6.129901182	8.820178962	3.218781168	4.039138394	8.870981124	6.321567376	3.298658316	7.514911265	3.768713657	3.15704371	3.495695163	9.411934625	3.182692298	8.983563697	8.309248961	5.667892125	3.414135533	6.893604905	8.875595783	3.538538164	3.22342255	6.716990894	7.063934306	3.187451054	6.207502459	4.470536865	8.785288981	7.078951341	4.448240225
TFF2	12.38828642	11.22158712	8.315149562	8.194264383	10.24079133	11.48934624	5.912649865	12.67308819	7.619853147	10.2772874	4.66618849	7.249824549	8.306517445	11.26678654	7.6043679	12.62433855	5.693765712	12.64520808	6.854245054	7.337175869	10.16113188	4.913128768	8.712870868	10.75905594	13.14640957	7.547665748	9.470252137	13.80564312	8.548436625	4.560714954	7.811214118	6.065658471	5.837691	6.097610797	12.91251514	8.975274788	12.34096276	9.12747852	7.655351829	4.700994494	9.618018358	11.06137119	5.777682717	5.050936965	13.25576626	8.994353437	7.821455119	10.76321237	5.678635348	12.9569206	9.763876285	5.872336288
PAK3	6.469885976	5.787641414	6.227086417	9.274960472	8.939873012	4.780310099	9.023754353	3.64731451	7.092757141	4.808385051	7.199672345	7.886306263	4.183486514	6.108315355	3.846994687	5.391973883	8.358431429	6.240886714	9.785942819	4.057450272	4.755421735	7.82336724	6.242411963	9.402798907	4.700439718	7.385431037	6.832890014	6	6.560103513	7.071462363	5.452529545	6.584511588	4.459431619	8.163901214	4.766065051	5.082787732	3.694880193	6.087462841	7.369815424	8.189824559	6.421223299	4.708187236	8.771819568	4.162693432	7.279842694	6.685099172	7.158862106	3.308885057	7.921245889	5.783456654	7.355791547	8.6387979
CCNB1	6.76420813	6.11997861	5.644721547	4.965322548	6.050066298	7.736063628	3.599317794	6.727920455	5.046578367	6.708739041	4.757023247	7.441284272	7.806066226	7.256444596	7.178913785	6.831623937	3.436961338	6.642990313	4.161887682	6.516487981	9.480184324	9.311748315	6.084064265	4.334139179	7.545350645	5.116447936	6.602439064	7.198690586	6.163498732	5.374691752	5.881909289	5.119356177	7.055282436	3.491853096	8.261624836	7.059614856	7.06501215	5.597233189	4.645009884	4.743622676	6.223808659	8.204082012	3.418189948	6.61485705	5.963011648	6.213736096	4.120186028	7.643134662	3.522306893	6.027242536	5.837186385	3.450221496
MTUS2	3.22650853	3.460742564	3.269033146	7.484621527	7.347842794	3.234194723	7.673839056	2.95419631	4.186659017	2.263034406	3.932628157	4.383358695	2.700439718	3.600507645	3.66448284	3.588564737	5.21023299	3.705977902	7.935459748	2.648465443	2.711494907	5.500164679	3.708187236	6.149340669	2.970853654	4.124328135	3.797012978	3.285402219	3.595742339	4.382667253	2.746312766	3.901108243	2.817623258	5.56285296	2.641546029	2.66448284	2.344828497	4.100136671	4.962549023	5.491853096	3.725741157	3.214124805	8.328674927	2.773996325	3.996388746	3.436961338	3.477677328	2.277984747	7.718361626	2.648465443	6.736063628	8.893604905
CXCL5	9.961449694	10.85953479	9.828453874	5.297925053	5.763411574	9.384352064	5.289834465	10.97799537	8.06608919	4.34978987	3.890446693	10.91587938	8.279842694	11.891404	3.117695043	11.64790807	6.865423978	9.295080133	3.22342255	13.0986901	11.52943055	2.904965719	12.59082093	8.541096615	12.10197567	8.168922782	11.78422586	11.98832965	10.87651695	8.181400762	10.51766939	7.935459748	12.3379006	4.858975614	11.96542357	11.83920379	12.98477446	11.60640521	8.036723106	5.026357447	11.8583696	6.441284272	2.994579724	12.53235593	10.22400167	7.725195817	8.926295995	13.48457118	3.207892852	11.04371086	5.992994967	3.008988783
TM4SF1	12.18084157	12.01262454	13.07012094	9.217230716	9.460251099	12.32642949	11.67815996	13.11910324	10.67154107	11.88798213	8.76851518	9.781031791	12.66021879	11.15165083	7.45532722	12.43853198	9.630449157	10.82177398	10.2632692	11.97835296	12.40487546	11.8591465	12.1176431	9.044667331	11.69479315	10.61930296	11.25266543	11.78176951	11.42992974	9.281234585	10.96072599	9.852841578	11.87805091	9.495055528	11.82892983	12.13089227	12.23900176	10.32755264	10.34207467	9.984418459	11.61240779	11.90576305	8.535275377	12.963438	10.21067134	10.25148241	9.007027267	12.24108938	7.739443098	12.24317398	9.971543554	8.105908509
CXCL5	6.662490364	7.933100475	6.523248293	3.150559677	4.029452886	6.832890014	3.44625623	8.494255587	5.735251376	3.058316496	3.234194723	7.493455201	5.756222713	10.36741475	3.531069493	9.619119511	4.463360886	6.222456826	3.23572706	10.8494051	9.184379486	3.873813198	10.41996018	5.734438666	9.441076735	5.226123143	9.560714954	10.68737568	9.296686825	6.225352061	8.67030217	6.221683781	11.44397954	3.653060017	10.033423	10.19967234	10.69087101	9.839991071	3.966245873	3.198494154	9.823526469	3.772941338	3.655351829	12.07881795	8.557272223	4.912649865	6.192391457	12.39258576	3.765534746	8.255500733	3.958842675	3.657640005
UGT1A8	8.615813525	7.732676223	8.852997588	2.98550043	2.912649865	8.35974956	3	7.753551055	2.687060688	5.73470962	2.752748591	6.395919659	5.806324057	7.575917361	10.69174352	8.876516947	2.910732662	7.727239777	3.185866545	9.545157552	11.09143539	2.718087584	7.11997861	5.026357447	8.610655774	2.929790998	5.410748128	4.062639828	5.375039431	2.841973119	7.337175869	3.999098034	6.948367232	3.077242999	7.760220946	8.598424761	8.617651119	7.6794801	6.445925299	2.565597176	6.60481265	8.392746732	3.176322773	10.49385545	8.131342539	8.748863715	2.887525271	8.732676223	3.334854269	8.403012024	7.005624549	3.198494154
TRIM31	7.047669251	6.912889336	6.87036472	2.295723025	2.301587647	6.39145842	2.298658316	2.485426827	2.327687364	3.966245873	2.495695163	5.059614856	5.753283616	4.297191417	2.618238656	5.948367232	2.972692654	5.967399199	2.503348735	5.173127433	2.675815931	2.241840184	3.722466024	2.361768359	6.941341105	2.260025656	2.682573297	3.818646083	4.176322773	2.189033824	6.157245867	3.699329526	4.225737653	2.500802053	5.632268215	4.703765179	6.649615459	4.3652726	4.976363636	2.250961574	5.338067798	4.649040566	2.3305584	3.564378169	6.053545818	4.932155684	2.341985747	3.582556003	2.513490746	7.040015679	4.263034406	2.508428653
DIRAS3	4.46727948	4.695993813	4.785027362	8.779062689	8.817303476	4.574101508	6.361066489	3.414135533	6.198886991	6.123914459	9.234817431	6.151168794	4.065227623	5.537296067	5.817623258	5.058749412	6.193180354	5.995032192	7.62497818	4.98230913	2.750606505	3.768713657	4.946262984	7.392317423	3.498250868	7.157852169	5.472162804	5.169925001	5.959538341	7.976707312	5.112283109	5.651625784	3.377123749	7.701826258	5.465648026	4.464668267	3.147306699	6.14363831	6.789207575	6.918863237	4.876271361	5.458119481	8.699745948	2.831877241	6.213736096	6.859224162	6.707359132	3.114367025	8.44625623	6.487679279	7.240314329	8.341630009
VCAN	9.839203788	10.55937709	8.428778891	8.649974651	8.570994129	10.14720492	7.684397984	11.86263736	11.90388185	10.05799172	11.87113518	12.34318572	11.53186878	11.10197567	6.850499414	11.69087101	10.11374217	11.01192607	6.567880042	11.46709603	9.505017556	8.485829309	10.91960824	8.146695948	11.84588203	11.53089398	11.38801729	11.33035672	11.54061241	12.07179752	11.90726625	11.37666806	12.41864325	8.962317655	11.84392105	11.05052891	11.34540525	11.95891516	9.837627933	11.45275603	11.58871464	11.44242519	5.668459557	8.998026216	11.36468186	9.930441673	10.07948478	12.24940979	5.623808348	11.0986901	11.09934781	5.911451912
FN1	12.71681946	13.94763694	12.13667076	10.45532722	10.53138146	12.42206477	9.285170999	14.19005614	13.70130646	13.54954404	12.7477734	13.95310515	13.82724345	13.7827935	11.18549492	13.99514882	12.62342429	13.41402451	9.415530524	13.98477446	12.82376528	14.01976445	13.18146288	9.579881589	13.8103708	13.71564031	13.68496773	13.31797782	12.65262093	12.52012755	13.61183171	12.64340528	14.13915161	10.62935662	13.52270412	12.63026713	12.78912605	13.6525089	12.27670602	12.69696753	13.59677212	13.91830423	6.430954271	12.82892983	12.8535045	12.40327838	12.40939094	13.82535634	7.976134473	13.19105921	13.33636708	7.655351829
KLK1	7.4749227	8.965207091	6.341807889	12.6128685	12.38370429	4.348374075	12.46836949	4.759688488	7.758889433	4.562547724	4.125981654	5.648465443	4.284662185	4.118525849	6.232085099	6.301404738	5.249445341	7.822730148	12.98352807	4.552745937	3.980939266	8.583834955	6.754887502	12.40167953	7.293701542	11.73724734	10.09407769	4.159467729	9.368506462	3.947666157	8.263503957	9.026246773	5.549669171	12.24317398	4.219555769	4.053980168	5.278356528	9.198936088	10.50382574	10.91214086	7.865423978	7.007868243	13.45236995	4.027684877	6.399512924	8.906890596	9.987264012	4.607626221	13.19567979	5.177917792	12.64498286	13.50531536
GATM	10.23481743	9.812658658	9.406205005	13.90425828	13.73428623	8.225448469	13.32656993	8.635536752	10.67419227	10.16616308	6.662490364	8.443772393	8.125671763	8.733354341	11.93700593	8.787249608	8.564911611	9.493455201	13.97459384	6.047887329	8.596935142	13.10541749	8.006746832	13.56688649	7.947198584	12.97978243	10.86263736	8.708394188	11.1376316	7.470862199	9.37090532	10.65642486	8.615077832	13.58355293	7.571373436	7.682994584	7.97441459	10.5372184	11.53040634	11.89973454	9.451417196	6.669593751	13.88560105	8.316960287	9.912589991	10.4429435	11.58824615	6.621172753	14.1552926	8.230260665	13.29174628	13.94452906
HOMER2	5.12763328	5.095502518	6.744161096	8.725195817	8.800252806	4.969472865	8.334049768	3.767654798	6.546585829	6.024364009	3.282439805	4.296457407	3.715893371	3.757023247	4.533563348	4.571069998	5.210622644	5.39609097	9.319897877	3.488000771	3.71918344	5.575917361	3.714795011	8.302867361	3.704871964	6.757556689	5.825785627	4.560103513	6.583308465	3.882643049	4.715893371	6.344118335	5.433293326	8.641690523	4.026800059	4.772413555	4.118525849	5.578938713	7.278914019	7.578183968	5.589463893	6.264536431	9.847996907	7.494255587	4.496334513	5.5987225	6.675251386	3.980939266	9.768349762	3.75595577	8.180406485	9.77807713
MUC4	4.344118335	10.49585503	3.649615459	2.843983844	3.163498732	6.671010241	4.199279721	3.09423607	2.831877241	10.02097994	3.047887329	7.195741293	6.448074996	5.012568674	2.992768431	7.388878339	2.819668183	7.914086097	3.195347598	6.403608584	3.232660757	2.675815931	7.735386783	2.825785627	8.442114122	4.809414444	5.992768431	4.545968369	7.795715007	4.0721058	5.305240966	5.215290306	7.73809226	3.482848283	8.562242424	5.397802962	10.4314976	8.270996061	7.318316841	3.100977648	6.849248703	9.207746467	3.23878686	3.725741157	3.64385619	7.820178962	3.066950244	7.201633861	3.601696516	6.15704371	3.234194723	3.484138131
KYNU	8.812819074	8.205548911	9.036448385	6.646738698	7.371558863	9.634629568	6.076815597	8.098032083	8.17042585	10.14720492	7.593204354	8.262564702	9.489245876	8.912290583	4.914086097	8.237926947	7.782670659	8.122051448	3.87282876	8.575539247	11.48230378	5.111448698	8.736740155	5.765534746	8.722124437	8.459431619	9.18611424	8.759555343	8.866351657	7.816343705	8.882031608	8.206526016	9.180655119	4.630521963	9.481193978	7.067165427	8.339850003	8.589089313	6.598871346	7.001126665	8.757223311	6.883865155	3.032100843	10.98013958	8.049304033	7.920650595	7.314696526	7.951284715	3.804260116	8.09592442	7.190812368	2.925999419
COL10A1	10.12153352	11.31231575	8.54689446	7.292781749	5.839455765	9.574593527	4.09000653	12.18518517	11.34706766	10.88493365	9.957247175	11.88111396	11.78790256	11.55218876	3.058316496	10.95710204	9.14542272	11.70735913	5.178714641	11.94982671	10.01820018	7.263973355	10.73809226	7.174925683	11.92777796	11.99541385	11.16050175	11.71896091	10.26091953	9.044940491	10.99859043	10.57742883	11.77107674	7.494255587	11.13891172	9.150762744	10.21188829	11.56271943	9.181152257	10.63481105	10.95346896	10.69783636	4.073820233	9.529430554	11.11113567	10.98868469	10.72792045	12.7412563	5.370164281	11.3858624	11.88187871	4.915520901
MT1M	5.580748492	6.974988112	6.627898616	8.955068644	8.966937979	6.538848521	9.893453226	5.854743739	7.764871591	3.46727948	8.101187815	7.811214118	6.173127433	6.905687849	8.930737338	8.568716189	9.371994393	7.201633861	9.754720514	6.746850183	6.253611152	5.671010241	6.908092341	10.45943162	6.266411766	8.09592442	6.47037417	5.588264894	7.50779464	8.782015335	6.323189901	9.25124569	6.708739041	6.937815169	5.697106574	7.764871591	3.420886575	7.240314329	7.158862106	9.752213368	6.416333089	6.538848521	9.115563915	4.455491621	7.805421446	8.402585758	8.061236166	4.577126661	8.586464526	7.407692649	8.408966552	10.07012094
S100A6	13.82853321	13.68398149	14.41376013	10.90011206	11.36686859	13.63571812	9.49645436	14.00008805	12.28800089	13.94736298	11.09803208	13.06288938	12.97513146	13.33998915	12.45917544	13.88769661	11.87459719	13.64936846	9.239837169	13.91643932	13.25074253	10.38262403	13.25886043	10.04712391	13.5355184	12.41785251	13.04984855	13.57825474	13.11374217	12.52747701	14.09638573	13.29777606	13.02392758	10.00982862	14.07898469	14.01489224	13.34443462	13.33203655	12.60362634	12.08115052	13.70908381	13.83654353	7.422064766	13.3927199	12.90350531	13.26605447	11.45635442	13.69924709	7.714245518	13.72547277	11.98049664	7.496654083
JPT1	9.686325432	9.068509595	10.033423	6.079804755	6.756222713	9.454710552	5.420886575	10.12928302	8.164404158	9.70494111	6.428108883	8.149239039	9.988684687	9.170926525	9.001408194	8.927185358	7.968666793	8.810892912	5.369466484	9.468216732	9.195741293	7.114783447	9.864031341	5.929080835	8.98669535	7.634448062	8.953032377	9.825594849	8.812498225	7.665335917	10.22037833	8.803485376	9.208965886	6.45795538	9.838573653	10.82575383	9.845646857	8.894817763	7.559950613	7.142617655	10.033423	9.887372951	4.526694846	9.665513578	8.740118043	8.905988629	7.091699834	9.411722822	3.734438666	10.60917874	7.616181231	4.929317595
FXYD5	10.19475685	9.838573653	10.50779464	7.344295908	7.846117173	8.925109324	6.158458216	10.2737956	9.108263075	10.27262978	8.758223215	11.22941969	8.708394188	10.5028318	6.87897051	9.753718178	9.074944224	10.08878824	4.956985925	9.971543554	9.220620167	7.324630615	11.66755511	7.410239331	9.821933387	9.023754353	9.46454575	8.437544026	10.13057056	9.785125475	12.34346334	11.25915477	10.54785851	7.0725346	9.792139552	10.05663772	9.762548143	9.711666974	8.425006041	9.023754353	9.982993575	10.8494051	5.550900665	10.9076418	8.35974956	9.531381461	8.490249211	9.859845344	5.806581843	10.04712391	8.671717965	5.029452886
MLPH	10.75988818	9.604738534	10.74146699	6.834154981	7.710806434	9.823844875	6.409051439	9.266318057	6.897240426	10.51569984	5.35614381	7.810571635	9.785615937	9.105384749	7.00337736	8.982993575	7.124121312	10.49485558	6.6794801	10.04575966	6.235535607	4.830863757	9.994353437	6.993221467	9.971543554	7.569855608	8.839203788	10.18115226	8.677014857	6.193180354	10.07815081	8.435461914	7.681589817	4.645009884	9.90478513	9.909743108	10.17242751	8.685099172	7.908692838	5.904243227	9.001408194	9.340740281	4.687620632	9.036997774	8.511357341	9.795065583	6.566358533	8.783325685	5.287250643	9.646738698	7.698357406	5.12722055
BEX1	7.644577357	7.28169825	7.937226674	10.69696753	10.45840661	6.008092421	10.36959735	4.720278465	9.209209647	7.990387652	9.408754313	10.34651373	5.76420813	8.297833368	6.949534933	6.690696444	10.80735492	7.941927925	10.24792751	4.796493929	3.902073579	11.65105169	8.231221181	10.24317398	5.469885976	9.292321633	8.346070441	7.799605422	8.069852511	9.252665432	7.5360529	8.881113961	4.140778656	9.882490213	4.550900665	3.638073837	3.84899843	8.881113961	10.42626475	10.41679753	8.092228584	4.358958826	11.08148344	4.569855608	9.106432078	9.140318539	9.001126665	4.781884235	9.880960963	8.283088353	9.444393753	10.09011242
GREM1	8.902073579	10.02928723	7.499048598	7.577428828	7.338959175	12.01052811	6.388533979	11.92592526	10.02652344	9.4108753	10.02097994	11.43306377	10.48784003	10.68562484	10.02097994	10.95201316	9.931032942	10.56605404	7.004501392	10.79603961	10.0768156	6.176322773	9.441491779	6.209063395	10.81858218	10.18858885	10.83368075	9.266552318	9.833996921	10.96144969	9.102763097	9.381110294	11.42311591	7.369815424	12.6379833	8.685099172	10.36959735	9.848935856	6.27668276	9.321928095	10.43775207	10.48482289	5.610286657	8.883559725	10.58308277	8.807676916	8.53954658	11.63072216	3.801158656	8.998026216	8.636262089	4.062639828
