	GSM414924	GSM414925	GSM414926	GSM414927	GSM414928	GSM414929	GSM414930	GSM414931	GSM414932	GSM414933	GSM414934	GSM414935	GSM414936	GSM414937	GSM414938	GSM414939	GSM414940	GSM414941	GSM414942	GSM414943	GSM414944	GSM414945	GSM414946	GSM414947	GSM414948	GSM414949	GSM414950	GSM414951	GSM414952	GSM414953	GSM414954	GSM414955	GSM414956	GSM414957	GSM414958	GSM414959	GSM414960	GSM414961	GSM414962	GSM414963	GSM414964	GSM414965	GSM414966	GSM414967	GSM414968	GSM414969	GSM414970	GSM414971	GSM414972	GSM414973	GSM414974	GSM414975
MST1R	8.551131453	7.905086099	7.830356747	3.82984956	4.267535798	7.994353437	4.231893162	7.628627802	4.767654798	7.294620749	3.750606505	6.646738698	5.414135533	6.937815169	7.325530332	7.033423002	3.934516502	8.118422024	4.670727054	6.83541884	8.309248961	3.752748591	7.618385502	3.84899843	8.421223299	5.159064009	6.128458384	5.889716892	5.723558561	3.691534165	7.048759312	5.623808348	6.539934245	2.821710215	7.547665748	6.974988112	8.499845887	6.623662052	5.900625333	3.634593268	7.503825738	7.007868243	3.456806149	7.519636253	5.182295025	8.365884968	3.86393845	6.772149591	2.94673086	8.700786478	6.476381688	3.261530815
HS3ST1	9.910043044	9.871597266	11.52796564	6.948367232	7.847996907	9.876209958	6.741466986	9.351822645	8.005624549	12.25679839	7.722466024	8.40641762	9.901621158	9.859379483	8.37894506	8.532550739	9.01346226	10.01680829	5.438292852	9.871289228	8.793440743	6.350497247	10.35974956	5.398829182	10.6891244	9.232900547	9.47208155	10.27844946	9.009268782	7.105384749	10.45840661	8.171927354	9.811856314	6.590961241	11.65821148	10.02375435	11.18982456	9.112439507	8.581200582	6.489607157	10.10590851	9.587590019	2.924099886	10.51175265	10.35204343	9.827183896	7.174925683	9.936932337	3.319039816	9.947052437	7.749534268	4.628773595
CCL20	10.09011242	7.082149041	10.02513956	4.683696454	5.186659017	5.536985376	4.042644337	9.844548856	7.350497247	8.839833648	2.924099886	8.112700133	7.806066226	7.997744026	6.93191939	9.909443109	7.524345816	8.947490835	3.334854269	9.593391123	11.46250227	6.14547367	6.270528942	5.470211457	10.87344411	6.936637939	8.781359714	9.44625623	8.680183682	5.154210531	8.747185967	6.387328072	9.151777655	3.714795011	8.177917792	8.270528942	11.68123841	8.180406485	6.519321735	5.324090516	7.260213887	6.635173947	4.205548911	13.38262403	7.423746229	6.483815777	6.461724992	10.66888498	3.976363636	8.116863758	4.857980995	2.937344392
PLAU	9.456765088	10.66266838	8.503825738	6.842978832	6.675251386	9.320574934	8.834154981	10.57459353	9.924515622	9.460046273	8.599168993	10.72195361	10.26678654	11.17990909	5.771093252	10.0768156	8.95942242	9.681062677	4.649040566	11.72024426	10.13442632	6.329661815	10.18363538	6.845490051	10.57270023	11.16364968	10.49685378	10.12670447	9.190565479	9.210914816	10.46760555	9.345848744	11.62935662	6.41869595	9.87436665	7.887525271	9.034798963	10.18239435	8.22881869	8.368506462	10.69348696	10.34429591	3.71259578	11.03617361	8.937815169	8.419960178	8.326878855	11.34817487	4.557655155	9.954923292	9.655888446	3.576522138
ISG15	7.578938713	9.535469797	8.297374861	6.730639956	7.23457796	7.948367232	6.450056494	9.284477118	7.905687849	9.786923022	8.044394119	10.82097669	10.6411486	11.75238065	7.780703794	10.30947635	8.263973355	10.81137469	5.452200049	9.229780167	10.97297979	6.412273445	10.78381676	8.062316027	8.884170519	9.074409099	10.30378075	9.20310325	9.239598529	8.54225805	8.767191303	8.494255587	11.51865316	7.965784285	10.75739001	11.77807713	8.619119511	10.16490693	7.357552005	8.30058136	10.5137276	9.971543554	5.387155718	11.39499851	8.840777924	9.985841937	7.590961241	8.852997588	5.849248703	9.823048729	8.62935662	5.250582665
GJB3	7.365447589	8.207502459	7.093813673	4.152994605	4.295723025	6.632268215	2.843983844	6.403097262	4.261530815	7.163901214	3.669026766	6.404971224	6.292229592	6.360890968	3.381283373	7.21916852	3.553360503	7.193771743	3.949534933	5.992315252	7.190812368	4.27351589	6.818901676	3.956985925	5.948133578	5.56285296	5.748461233	5.715069679	5.477677328	4.241840184	7.217230716	5.749802402	6.200653436	4.331275267	6.944858446	5.874059203	6.484299281	6.348374075	5.21451341	4.193771743	6.412442825	7.900263044	2.883620816	8.048759312	4.765534746	5.607626221	3.263034406	6.744161096	3.761285273	7.624247146	5.665051614	4.331991778
TCN1	13.13378441	12.15955603	13.62319564	10.51471405	11.80574387	10.33539035	7.921840937	9.518849829	9.954341736	12.53235593	3.906890596	10.46862404	11.97620609	11.71209705	2.90303827	8.583834955	8.211888295	10.46760555	9.078951341	9.346070441	7.311067102	6.442114122	7.279842694	7.641690523	12.73322722	10.54785851	11.47573343	10.94251451	10.55074679	5.584661908	11.8273427	10.56890615	9.017921908	8.077883864	10.5028318	9.739274312	9.522581531	11.71123677	10.04984855	7.206526016	12.43671154	6.560103513	2.885574364	7.813781191	12.15860969	11.30720081	9.040563711	8.157852169	2.929790998	7.694880193	11.60362634	4.242602506
CORO2A	8.206526016	8.475328123	8.532550739	4.807354922	5.746312766	7.756889855	3.427606173	7.463524373	5.037382222	7.374170076	3.292781749	6.646738698	6.900866808	7.368942914	8.269126679	7.078951341	5.110196178	7.106432078	3.599317794	5.986638472	5.387845013	4.401220862	6.4747605	4.943452539	6.457298789	5.119356177	5.930500811	6.830356747	7.032321287	5.051372102	7.912290583	6.096767855	7.10433666	3.592158002	7.697662633	7.423746229	7.271463028	6.592008461	5.83541884	3.63691458	6.703211467	7.363696745	3.59454855	7.023477152	5.702657543	8.281234585	4.818134761	6.163498732	3.842978832	7.969242604	6.50747753	3.527320608
OAS1	6.719731057	6.865423978	6.571828473	5.294253136	5.666756592	8.59058705	4.671859468	7.849248703	6.355439197	7.555356039	5.82858081	9.102238194	8.991805255	9.381110294	7.389738879	7.611024797	6.053545818	9.146695948	4.212569339	6.882643049	7.985272714	6.490890979	10.08081753	6.326249701	7.871597266	7.056366761	7.992088609	6.912889336	7.254556252	6.05202456	7.793115555	7.200653436	8.637349411	5.63314055	8.610286657	9.753216749	7.787902559	8.476138625	6.75087444	6.135042286	8.4325419	7.267723052	3.158660175	10.2772874	6.98982022	8.123086751	5.564987801	7.732676223	3.781359714	8.597680144	7.232660757	3.799087306
SLC44A4	9.991521846	9.391243589	9.336060181	7.501439145	8.200653436	9.09037711	5.108106224	9.899054756	7.284477118	9.676133391	3.282439805	7.903279342	8.648177796	8.876209958	9.63481105	9.019868678	6.303780748	9.521404141	5.425593578	8.163398094	3.343407822	4.72410452	7.685099172	5.250961574	9.708566625	7.292781749	8.007307647	9.395748328	8.840148475	5.411426246	9.436919708	7.729280846	9.046578367	5.68116812	9.421223299	9.978710459	9.403651186	9.12902537	7.844862656	5.863442934	9.190812368	8.832573599	3.184280294	8.224966365	8.684397984	9.393175914	6.423914268	10.11374217	3.893362211	10.11374217	8.970105891	3.559491813
WNT2	6.541483864	6.829088444	4.121015401	3.66448284	3.670160514	6.076174257	3.932628157	8.548051238	5.456149035	7.001126665	5.423578171	7.456970381	8.099084761	7.235535607	3.49057013	6.220136447	4.603477988	7.088523257	3.905928478	8.070389328	5.415150205	3.870857864	6.640100298	3.840966704	8.150762744	6.394891366	7.175923742	8.048759312	6.521521924	5.929080835	7.06608919	6.200064862	8.091699834	3.784503983	5.503666755	6.14974712	5.871104374	6.631831851	5.606738317	6.053328593	6.916476644	6.356848079	3.790772038	5.576824431	7.34251919	6.226315849	5.729824644	8.571373436	3.949534933	6.294069295	6.39145842	3.791814071
OASL	5.79363582	5.744699314	5.037382222	2.280956314	2.518535139	5.8008999	2.244887059	6.09212285	3.215678597	3.168321116	2.333423734	6.694880193	6.355615383	8.193278936	3.886550147	5.800123353	4.068670811	6.866660751	2.347665656	5.612942196	7.648896806	2.64385619	6.070603999	2.263034406	6.367371066	4.957914599	6.377123749	4.72955277	4.444269502	4.019701914	4.34269696	3.778208576	6.596189756	2.648465443	6.254745198	7.049848549	5.765799923	5.953498063	4.181897643	3.384049807	6.179311989	5.709842019	2.310340121	7.403438163	4.000901403	6.274820737	3.023255352	5.002252452	3.85698569	6.612499946	5.258895755	2.313245852
BCL2A1	6.712870868	7.55228484	6.437294331	5.295355693	5.74092756	6.626585151	6.075532631	7.967514481	7.6574971	5.827310944	6.929554316	7.350497247	8.379378367	9.897240426	6.297925053	8.996049728	7.494255587	8.264911693	5.657925772	10.92109709	8.167418146	5.737686761	6.274634403	3.9202933	10.60455323	8.180903709	9.77626852	9.745170091	7.582706527	7.454504938	7.888743249	6.794415866	9.497053445	5.420886575	7.632268215	7.016808288	10.77561028	8.939873012	7.184875343	6.859224162	9.366759328	8.218199944	4.510961919	8.078951341	8.015693807	6.445097638	7.539158811	10.06339508	3.3305584	8.366759328	7.006746832	2.821710215
COMP	6.840463234	9.361066489	6.558573776	5.574404309	3.243364426	5.329123596	2.684818738	8.883865155	9.967226259	7.721782768	9.486432821	9.878817285	7.701826258	9.940313597	3.23878686	9.007307647	7.30833903	9.606775324	2.910732662	9.251955736	7.130313146	5.312519967	7.226893814	3.447579197	8.103812329	7.883865155	8.619486376	8.304693557	9.447289901	10.20212382	9.66106548	8.938697461	10.30149619	5.981624361	5.37920506	6.349082146	4.917909074	8.591335336	5.822985019	8.415741768	7.975561406	9.653561662	2.64385619	7.432124273	7.95942242	8.2244841	7.493455201	7.933690655	3.092545742	8.921543444	7.930737338	3.001802243
AKAP7	7.298291731	7.062855655	7.206526016	10.36632221	10.37177664	6.822730148	11.268542	6.433794059	10.09934781	6.715618859	7.225930411	7.601399391	7.047669251	7.093813673	10.04984855	6.847996907	8.74919903	7.883865155	10.65374078	6.381283373	5.551208374	9.957972621	7.13442632	10.12412131	6.223808659	9.65624608	8.652127928	7.658925511	8.541096615	7.395748328	7.099084761	9.155071191	6.812498225	10.47775827	5.952566541	6.377644358	5.972233124	8.112700133	10.53235593	10.24792751	7.891783703	6.27668276	10.68299458	6.627606838	8.490249211	9.420170775	10.44914865	5.563768278	9.964774045	6.830356747	9.662668376	10.41151099
KLK7	6.082149041	9.574404309	6.513174885	3.518535139	3.294253136	4.910252963	3.684818738	5.74899785	3.346247774	4.772413555	3.82984956	6.988684687	7.221103725	5.823239844	3.217230716	4.121844298	2.963474124	7.625708843	3.385431037	7.572131751	2.807354922	3.64038956	8.141085319	3.678071905	6.154413085	9.033147652	7.376776572	8.375473913	5.268284667	4.424250286	10.59245704	8.999154423	6.115823977	4.654779217	10.49685378	4.372952098	5.778734244	7.562242424	4.911691582	3.010779839	5.211401637	8.06501215	3.428946345	3.003602237	5.780572574	6.54874486	3.272023189	5.96208625	5.459431619	4.901108243	4.178714641	3.851998837
BIK	8.435878577	8.258330473	9.196970898	5.651338766	5.855740592	7.442943496	4.771357409	9.075479149	6.619119511	8.889351853	4.165107985	6.088523257	7.800252806	7.118941073	6.038699551	8.076281167	5.977050906	7.788555215	4.526068812	6.978424465	7.272396509	5.965091625	8.625343558	5.656496371	8.265849421	6.312519967	7.163901214	7.387155718	6.802193217	4.645009884	6.941341105	5.397118409	6.794415866	4.995484519	7.708739041	8.155830172	8.830990481	6.672425342	6.199672345	5.163901214	8.249350524	8.286326727	4.654206378	9.398957409	7.151777655	8.001126665	6.257010618	7.655351829	3.496973581	7.721099189	7.426264755	5.293149737
REG1B	11.41996018	13.17242751	5.198886991	15.32863987	15.36574147	6.187648995	13.51051694	3.934516502	14.40467592	6.900866808	3.176322773	9.858602712	8.811535252	5.186659017	7.616181231	12.44423844	12.70000615	12.49535539	13.91176647	2.451540833	3.17951105	13.37924297	12.14784089	14.69588075	7.093813673	14.93700593	14.45449209	7.454504938	12.91886324	4.22650853	5.103077947	13.33021664	3.528571319	14.71531855	5.263410059	2.464668267	2.618238656	13.53782506	13.66444728	14.31281207	13.52172311	2.448900951	14.29023489	5.101397952	13.28135051	12.93976285	14.76077192	3.217230716	14.20304206	3.053111336	14.00501043	13.23421868
UBD	9.87282876	11.62981194	11.52943055	8.77478706	8.999718196	8.147713722	7.238404739	9.313109776	11.53089398	8.804131021	6.515699838	7.97384084	9.560714954	10.14465824	5.217230716	10.78135971	9.897996674	9.578372691	6.12287975	9.444807845	10.48280796	11.02928723	8.978996396	6.393175914	9.901168595	10.85720347	11.09539702	10.11113567	10.76155123	8.643495471	10.40832974	9.498849207	10.12282799	8.496654083	7.478162893	12.20670915	8.767191303	9.514911265	10.16239133	10.51569984	11.05596023	7.87774425	6.441284272	13.77715256	10.05799172	8.336729697	10.54109662	8.691394579	5.525129251	8.818262608	11.90801726	4.754887502
CEL	12.9168125	14.29332795	5.456149035	15.52848463	15.47579675	4.096767855	15.48331195	3.64385619	13.27000325	2.819668183	3.552131108	11.33985	6.816343705	4.725195817	4.886550147	10.21310422	10.01541505	13.02911465	15.56143712	2.901108243	2.752748591	14.13498776	10.6635581	15.3831305	6.168922782	15.37561645	14.48978526	3.073820233	14.27175481	4.186659017	13.72312762	14.02418737	4.543495883	15.28348631	2.976363636	4.163498732	3.054848477	14.26971112	14.97410085	14.99823782	13.64295422	3.996388746	15.50485002	6.065658471	10.06608919	13.41560974	14.29174628	4.676944359	15.45166188	5.795974694	15.3208358	15.39974522
CTSE	13.80513926	12.37259303	13.15576694	7.897240426	7.322829498	11.97548976	4.01346226	11.76735685	8.664269492	12.86147468	4.164303583	10.22641219	11.41468524	12.65843465	11.50531536	10.72877085	8.74919903	12.63617144	4.033863452	12.12605912	12.87805091	6.573344228	11.79928162	10.01122726	12.92165501	8.758556362	10.25029842	13.28973074	10.21067134	7.888134388	13.15418521	11.37068741	10.23720996	3.815575429	12.92536899	10.70390357	11.87344411	10.18363538	10.25620869	7.286326727	12.35507575	11.89330153	3.965322548	8.791488517	12.00772811	11.93626986	7.972692654	12.8215747	4.054848477	13.3620808	11.8372337	5.535119822
COL10A1	10.41468524	11.31628153	8.790185563	5.986638472	5.012121673	9.132114103	2.845991771	11.79360331	11.1176431	10.77643303	8.913487841	11.76404222	11.09077405	11.41890673	3.526068812	10.80332392	8.727580156	11.37883671	3.608809243	11.41837972	9.552861188	6.205548911	10.59058705	5.46760555	11.61424973	11.28828934	10.89102419	11.22400167	10.13185696	8.635536752	10.92109709	10.32080055	11.89026428	6.627315001	10.52160044	9.357332065	9.255972742	11.32305476	8.053111336	10.14974712	10.57648435	10.78463485	3.145677455	9.539158811	10.36194377	10.04439412	9.414262406	11.95092035	4.983221651	10.56128795	10.67683861	3.148934105
KCNK3	4.382667253	5.270155139	4.61999983	9.115823977	8.759222426	3.43162296	7.77478706	2.513490746	5.961160258	4.232660757	5.010332283	6.612499946	2.472487771	5.056583528	6.035843816	3.67468662	6.397118409	4.785027362	7.764871591	2.821710215	2.831877241	7.372429792	4.289834465	8.923624611	2.513490746	7.984703267	6.29388543	2.682573297	6.172127437	5.225352061	5.113117036	6.425929205	2.695993813	9.047396608	2.95419631	2.707082992	2.767654798	5.889716892	7.837943242	7.633721813	5.59275601	2.895302621	8.840463234	2.601696516	4.610581958	4.903520374	4.14974712	2.615887074	9.870827048	4.689858236	7.29186137	8.6794801
PDK4	4.704318678	5.286141873	5.433960931	7.6574971	7.376776572	7.231701199	9.825435849	4.546585829	6.325170512	5.426600226	6.809928866	5.732540561	6.629939409	5.46760555	9.384999545	6.353499735	7.419538892	6.615887074	11.76071995	5.357552005	2.963474124	4.440952198	5.532316959	9.395748328	3.991861931	6.992088609	5.908092341	6.508270176	7.208478242	7.827819025	6.930737338	7.613236955	5.756756451	9.817303476	6.499208091	6.238595812	3.838951767	6.463851293	5.994805976	6.851749041	5.29351763	5.822730148	11.12928302	3.667892125	7.217230716	6.215484464	6.577579888	4.372255648	9.764374024	5.031659854	6.972692654	9.022090345
DPEP1	5.717539343	5.9202933	3.480265122	9.294850459	8.933985654	3.77925972	9.118941073	6.220329955	6.545350645	5.787380222	6.514911265	8.306517445	5.190219764	5.448900951	7.820817182	5.952333566	5.70016225	6.746850183	10.44501485	4.275007047	4.438958148	9.427941333	4.799087306	8.587214952	5.213347282	7.680183682	6.949534933	4.247168	7.24697806	5.955126781	6.929554316	6.818901676	5.562547724	9.166916252	4.29351763	3.787641414	4.513490746	6.685099172	6.268097486	7.532161085	7.163901214	5.603181229	10.54978467	5.642701572	6.042644337	6.35614381	6.186064704	4.125155131	10.55554777	6.239168879	8.357552005	9.949389022
ADAM28	8.913787	7.460251099	9.984418459	7.321026129	7.663913842	7.344295908	4.743084056	9.773468928	7.905086099	10.08613623	7.324630615	6.503348735	8.345627012	8.277054876	6.313064415	7.687200695	6.947198584	8.399598369	4.468583317	7.875288598	7.955940451	4.486714373	6.740118043	6.34269696	8.821773982	7.531381461	8.188836073	8.490650349	8.518062976	7.451211112	8.782670659	8.203592714	8.16138386	5.673839056	9.025416445	8.115823977	8.754553506	7.584962501	6.886306263	7.357552005	8.946613905	5.953963599	3.258518925	8.320574934	9.069584028	8.859224162	6.630667565	8.40641762	3.396433531	9.496054832	7.073606041	4
NMU	8.527867927	7.64096791	6.727920455	2.659924558	2.533563348	9.024862627	2.589763487	7.569855608	3.249445341	7.398316163	3.001802243	7.264911693	7.005624549	7.431288654	5.046141782	5.979339446	2.565597176	8.681238412	3.513490746	7.532940288	8.282625134	3.566815154	9.329123596	5.754620312	8.324180547	6.592606532	4.22650853	5.006746832	6.545813963	4.308156975	5.100136671	3.889473543	5.755688777	2.94673086	10.58120058	6.804776378	7.736063628	7.032321287	6.3323499	2.659924558	7.524345816	8.996332249	4.257010618	2.841973119	4.827310944	8.127736444	3.914564523	8.87958325	3.691534165	8.888134388	7.366322214	3.049630768
ACADL	4.853496704	4.609991295	3.075532631	8.276589716	8.309703711	3.89917563	8.277519887	2.952333566	6.250961574	3.537296067	4.025914699	3.799087306	3.065227623	4.155425432	2.66448284	5.152994605	5.247547807	3.981852653	9.421644094	3.776103988	4.7382274	4.387500406	4.764473551	8.638073837	2.957914599	7.061776198	6.087250665	4.554588852	5.606442228	4.614709844	3.726831217	5.71616783	3.709290636	7.591709333	3.337711092	3.465974465	2.976363636	4.942514505	5.66732447	6.56193706	4.060047384	3.35614381	8.908692838	6.025250322	5.313971371	4.123500664	6.9795681	2.695993813	8.30833903	3.192194165	6.781359714	8.332260378
ACADL	3.35614381	2.885574364	2.853995647	6.916476644	6.911691582	3.193771743	6.58165253	2.859969548	3.310340121	2.849999259	2.87774425	2.873813198	2.778208576	2.881664619	2.833902077	3.14404637	4.078097423	2.873813198	7.272396509	2.813524689	2.819668183	3.021479727	3.272023189	7.557655155	2.782408565	5.226123143	3.785550552	3.377123749	3.476381688	2.857980995	3.092545742	4.161081482	2.797012978	5.771885579	2.910732662	2.799087306	3.014355293	3.040892431	4.11353382	4.696550301	2.906890596	2.773996325	7.769507291	3.689299161	3.410069692	2.861955364	4.966707314	2.883620816	6.998872454	2.9202933	5.128458384	7.297374861
PTPRR	6.26734852	5.598424761	8.520422249	3.016139703	2.994579724	5.317593505	3.037382222	7.094869433	2.924099886	8.344295908	2.916476644	4.197708158	6.000676105	5.634593268	5.453517579	5.915042791	2.889473543	6.027021315	3.09085343	6.210622644	2.908812908	4.913128768	4.937344392	4.014355293	6.74819285	3.201633861	4.473786912	7.047669251	4.283921772	2.871843649	4.895787316	3.142413438	5.468583317	2.883620816	7.20261362	4.244887059	5.660495132	3.805292456	3.496973581	3.550900665	3.956056652	4.560103513	3.089159132	3.83491343	5.148527425	4.283921772	2.974529312	7.293701542	3.215678597	6.634302842	2.9800253	3.092545742
UGT1A8	8.891176125	7.861086906	9.057179471	3.500802053	3.129283017	8.344295908	4.221877081	8.028458647	4.261530815	5.615592857	3.43162296	6.92243574	5.907852072	7.587964989	10.55842071	8.832257114	3.263034406	7.851124363	3.452858965	9.519636253	10.98370619	4.060047384	7.361943774	5.592158002	8.619486376	3.558267634	5.496334513	4.584962501	5.530133184	3.148934105	7.318316841	4.793375711	6.927185358	5.174326515	7.694880193	8.673132372	8.858602712	7.785942819	7.191799501	4.15704371	6.730639956	8.311975314	5.372603915	10.3553511	8.204082012	8.581200582	3.384049807	8.291400959	5.211401637	7.76884596	7.05853297	5.402244655
CPA2	10.31174832	12.7361905	3.773996325	14.93050635	14.8741649	3.132576843	14.75347793	3.347665656	12.546171	2.941106311	3.999098034	9.280074769	6.183288001	4.216454865	7.057450272	9.375039431	9.48723711	11.83526092	14.93179938	2.801158656	3.666756592	14.50276966	9.662134275	14.88068361	4.238022518	14.60634737	13.43762205	4.980939266	13.18920683	3.424922088	11.82495874	12.99010396	3.50589093	14.86302471	3.173127433	3.547203025	4.319039816	13.04814625	13.99329224	14.35507575	12.10558118	3.559491813	15.10648115	2.855989697	11.44397954	11.75780667	13.51212316	4.224966365	14.84067959	4.567423758	14.74230944	14.95178556
CST1	8.464749939	8.732337045	8.067703244	3.702657543	3.304511042	6.40053793	3.365972428	9.617467465	9.821295661	5.405311683	2.825785627	7.89542381	4.883132016	6.486392594	3.378511623	5.146492307	3.152183419	10.86341196	3.714795011	10.18858885	10.42940674	4.23878686	9.235535607	4.332707934	9.967226259	6.861707287	9.368506462	7.572131751	9.375256688	6.700439718	11.712527	9.862172397	7.390598906	3.442280035	10.0768156	9.194264383	5.130519083	8.617283788	7.514911265	8.050936965	7.253611152	8	3.051372102	9.952304442	8.048214385	10.21188829	7.572131751	7.816343705	3.580145484	9.905838247	4.110196178	3.160274831
EGF	5.80451827	5.300489844	3.272023189	10.29001885	9.884628445	3.555816155	9.503825738	3.300123725	5.373300197	3.192194165	3.189033824	3.252476214	3.08236197	4.008092421	3.316145742	3.337711092	3.363171077	4.172327492	9.870056418	3.320484678	3.360364277	4.829342194	3.357552005	9.204571144	3.165107985	7.176921112	6.106013238	3.532316959	4.731183242	3.122672719	3.396433531	3.648465443	3.488000771	9.864805194	3.371558863	3.169925001	3.272023189	4.888499736	6.766860144	6.235152624	3.798050515	3.15704371	10.41362793	3.707082992	4.8899602	3.568032105	6.038699551	3.207892852	10.41362793	3.261530815	8.540321806	10.40620501
LEFTY1	8.813139851	5.867402306	5.821455119	9.306745269	9.290940402	3.111031312	9.549977143	4.335569006	8.046032615	7.080018029	3.155425432	6.305240966	5.21916852	7.30560579	2.82984956	9.563196272	6.902073579	4.627023106	9.588901986	3.125981654	2.550900665	8.524737587	5.515699838	10.49485558	3.077242999	8.435045131	5.949534933	3.353323291	9.249113453	5.004501392	3.949534933	8.557655155	2.550900665	10.30035256	3.7473874	2.592158002	2.776103988	4.050501697	9.308566567	9.268892836	3.075532631	2.272023189	8.044394119	5.246408087	3.605257263	6.257764969	7.259272487	2.839959587	6.250582665	6.987548259	8.736740155	10.10459875
PTK6	8.708739041	9.04384754	8.281234585	4.767654798	4.815063017	8.028458647	5.219942914	8.237448996	3.745237332	7.872213144	3.64731451	7.273329387	7.185866545	7.754887502	7.756889855	7.829722735	3.75595577	8.371558863	4.844486088	7.36719631	7.80928581	4.108524457	7.791162889	5.063502942	9.275193334	6.282439805	7.225930411	5.967629753	6.314696526	4.163498732	7.565292521	5.984133595	7.217230716	4.13422094	8.314696526	7.022367813	7.966361247	6.970393538	7.22881869	3.753818443	6.965784285	8.268658955	4.122672719	8.868205227	5.625270489	8.833522636	4.545968369	8.206037546	4.904002316	9.158357226	7.311067102	4.509062386
MIA-RAB4B	8.791814071	8.405566974	9.14974712	3.272023189	2.825785627	7.114783447	3.09592442	7.77807713	3.451540833	7.236492618	4.171527106	7.605109074	3.50589093	9.229299509	3.939226578	6.027463723	3.5360529	7.732676223	2.99095486	6.686500527	6.427438564	2.650764559	5.236875245	3.582556003	5.068670811	5.544732656	4.817111573	6.864186145	6.826548487	4.804260116	6.187253086	4.761817143	5.652199648	2.702657543	7.112700133	7.575917361	8.172427509	5.457134594	4.638653116	4.114367025	7.593951284	7.648896806	2.675815931	4.009884589	7.753551055	7.820817182	3.478971805	4.100136671	4.099295204	6.610434315	6.40599236	3.428946345
CEACAM1	7.220136447	7.094869433	7.439623138	3.122672719	4.071247819	6.490890979	3.713695815	6.566054038	4.874796966	6.293149737	3.754887502	6.63778411	5.324090516	6.578636862	7.824640581	5.078951341	4.447579197	7.076815597	3.353323291	6.551823596	5.159467729	5.635173947	4.812498225	3.140778656	7.529820947	4.74899785	6.669593751	7.761551232	6.378511623	3.631104282	5.847495884	4.866413481	4.830356747	3.275007047	6.980710829	6.733354341	7.74281467	5.974988112	4.970853654	4.501439145	6.578787796	6.045705065	3.173127433	6.867896464	6.504779271	6.817623258	4.703765179	7.17292749	3.590961241	7.033423002	4.948600847	3.574101508
PDIA2	7.746178381	7.782015335	2.584962501	13.00597536	12.35342254	3.221877081	12.18858885	5.128045891	7.040015679	3.019701914	2.577730931	4.830356747	2.912649865	3.266036894	4.504620392	7.046578367	3.207892852	7.287250643	13.1744576	2.671293372	5.483170853	6.985272714	4.015247774	12.29318423	3.390942773	4.054848477	9.325305455	3.839959587	8.883865155	2.560714954	7.031218731	8.658925511	2.153805336	12.51422091	5.760487102	2.56315813	2.659924558	8.824958741	9.923476056	10.33203655	7.94016675	2.776103988	13.29260922	2.59454855	6.148527425	5.443938115	7.707359132	2.632268215	13.00790327	3.381283373	12.35892587	13.43084454
PNLIPRP1	10.18363538	11.30549179	2.257010618	14.32213941	14.26715244	2.124328135	14.28272648	2.244887059	10.14338321	2.550900665	2.815575429	7.623515741	3.98550043	2.438292852	1.989139007	6.998872454	7.092757141	9.518259729	14.40154621	2.292781749	2.319039816	11.57506646	7.536830005	14.4054739	2.232660757	13.31302472	11.70994538	3.195347598	11.89784546	2.17951105	8.285402219	10.69087101	2.347665656	14.47813761	2.23572706	2.263034406	2.169925001	10.50581155	11.8004955	12.78688219	9.66035251	1.89917563	14.60761929	2.82374936	9.142362379	9.890720273	11.69696753	2.166715445	14.35121532	2.456806149	13.67507492	14.47996968
AQP8	3.939226578	5.521050737	2.827819025	12.11406765	11.62935662	2.805292456	11.71853288	2.794935663	4.905447179	2.622930351	2.807354922	3.270528942	2.790772038	2.780310099	2.794935663	2.778208576	2.596935142	5.318678374	11.80170836	2.797012978	2.845991771	8.011227255	3.557042415	12.09110476	2.788685711	10.26912668	8.126704473	2.797012978	6.773468928	2.827819025	5.138323004	5.766595162	2.780310099	11.28713519	2.788685711	2.794935663	2.797012978	7.375039431	7.5360529	8.788881432	4.952799478	2.794935663	11.4807902	2.82374936	5.300123725	5.069530325	6.24431626	2.861955364	12.09044328	2.780310099	11.48784003	12.39740724
HOXC6	8.327777171	7.062855655	8.752547906	5.695158678	5.517275693	8.586089166	3.382667253	7.782015335	6.348551126	8.666401554	8.760220946	7.811856314	8.48864354	7.378511623	4.091699834	7.828453874	6.48123435	8.026800059	3.746312766	8.915281866	5.613826291	5.758622982	8.153805336	4.092545742	8.97384084	7.574404309	7.921245889	7.673132372	6.30505852	6.808642468	8.437127844	6.339493738	9.563768278	5.189429246	4.704318678	5.237257771	6.599317794	6.905687849	6.023255352	5.338424415	6.575766127	9.023199897	4.465974465	4.958842675	6.859224162	9.033147652	5.600804955	8.661421833	4.158660175	8.982137968	8.249350524	3.999098034
SCEL	4.932628157	10.20579325	4.704871964	2.881664619	2.713695815	8.371123201	2.904965719	9.850499414	3.347665656	6.073820233	2.731183242	6.831623937	8.899659026	6.844234988	2.803227036	8.166414183	2.724650272	8.227375274	3.424922088	8.13442632	3.277984747	2.648465443	9.38478375	3.577730931	8.501040996	8.57705111	7.218199944	7.609548139	4.76394266	3.176322773	5.811471031	4.693765712	4.921245889	3.014355293	6.963474124	4.688180359	3.864928972	7.320123598	6.19908337	2.673556424	5.183486514	7.795715007	2.939226578	4.341274184	4.584962501	5.442611804	3.135863165	7.6387979	2.99095486	7.76420813	4.118525849	2.82374936
